Cidade_operador;So_Agua_yes;Nat_jur_B;Nat_jur_C;PIB_capta_2017;Urbaniz;POP_TOT;POP_URB;AG001;AG001A;AG002;AG002A;AG003;AG003A;AG005;AG005A;AG006;AG007;AG010;AG011;AG013;AG013A;AG021;AG021A;AG026;AG026A;AG028;ES001;ES001A;ES002;ES002A;ES003;ES003A;ES004;ES004A;ES005;ES006;ES007;ES009;ES009A;ES028;FN001;FN002;FN003;FN004;FN005;FN006;FN008;FN008A;FN010;FN011;FN013;FN014;FN015;FN016;FN017;FN018;FN019;FN020;FN021;FN022;FN023;FN024;FN025;FN026;FN026A;FN027;FN028;FN030;FN031;FN032;FN033;FN034;FN035;FN036;FN037;QD002;QD003;QD023;QD024
2.20E+13;1;0;0;10930.77;0.4;4496;1797;2392;2416;816;816;816;816;9.04;9.18;183.24;0;95.28;114.5;787;787;945;932;1739;1739;109.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376359.11;376359.11;0;34134.06;410493.17;440803.98;79026.74;92550.86;128772.79;1547.24;48611.91;114751.46;324002.46;0;506201.5;347.29;41647.72;0;14466.44;25799.86;0;0;0;0;0;15852.62;114751.46;347.29;0;0;347.29;0;0;0;0;0;0;180;166
2.20E+13;1;0;0;35355.77;0.78;24960;19438;22674;23736;7400;7794;7730;8173;44.75;46.56;2468.73;0;1106.93;1281.69;7025;7332;9396;9211;17862;18643;1540.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4926322.67;4926322.67;0;367164.26;5293486.93;5998362.36;3624769.18;4104159.92;1212508.28;1547.24;58077.15;114751.46;1585515.68;0;2342401.48;3289.94;353342.51;0;14466.44;288791.83;0;0;0;14;15;184165.11;114751.46;3289.94;0;0;3289.94;0;0;0;0;0;0;10805;7169
2.20E+13;1;0;0;6575.24;0.3;5654;1714;1364;1493;378;414;378;414;6;6.22;50.37;50.37;37.14;51.55;361;395;701;684;1364;1493;81.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;159172.12;159172.12;0;12386.37;171558.49;168621.23;233686.66;208517.38;59722.14;1888.92;62905.23;109888.25;249201.25;0;388119.15;160.88;17413.48;0;6128.27;11616.17;0;0;0;0;0;8668.44;109888.25;160.88;0;0;160.88;0;0;0;0;0;0;448;383
2.20E+13;1;0;0;6547.48;0.44;8310;3633;5578;5625;1633;1649;1650;1665;23.25;24.01;259.91;10.28;171.05;223.97;1577;1580;2160;2126;3526;3533;209.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680745.82;680745.82;0;49567.44;730313.26;769505.85;188755.27;192067.73;393782.32;2425.86;125174.68;245551.39;833961.8;0;1219075.92;702.25;89098.17;0;26036.26;50464.56;0;0;0;1;1;40991.29;245551.39;702.25;0;0;702.25;0;0;0;0;0;0;748;672
2.20E+13;1;0;0;8314.84;0.37;3902;1445;1984;2002;656;670;671;685;6.71;6.82;165.94;0;68.29;91.16;637;648;868;856;1363;1387;8.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282906.82;282906.82;0;11148.13;294054.95;312440.01;210589.22;209933.82;212348.28;1748.25;39888.26;41868.28;317728.19;0;413765.46;285.58;33629.23;0;10513.1;20539.76;0;0;0;1;1;11362.02;41868.28;285.58;0;0;285.58;0;0;0;0;0;0;508;432
2.20E+13;1;0;0;8074.75;0.54;19754;10661;14379;14547;4057;4026;4081;4050;38.9;40.07;1227.99;170.86;507.26;602.64;3904;3869;5138;5041;10463;10369;527.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1776629.46;1776629.46;0;106651.99;1883281.45;2202905.74;291101.17;413304.4;862317.86;1428.4;318740.16;378784.18;1717138.93;0;2092196.24;1736.9;203346.43;0;67324.79;135787.55;0;0;0;2;2;88543.54;35923.33;1736.9;0;0;1736.9;0;0;0;0;0;0;4112;3662
2.20E+13;1;0;0;5677.72;0.17;10540;1759;2211;2233;653;657;670;674;6.86;7;235.1;0;75.45;93.82;594;597;853;833;1697;1706;255.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326612.75;326612.75;0;21439.86;348052.61;360790.74;74039.8;80262.26;768347.56;1798.8;165660.86;41789.21;1004576.16;0;1107276.49;285.16;39770.88;0;12362.09;21140.24;0;0;0;3;4;14617.64;41789.21;285.16;0;0;285.16;0;0;0;0;0;0;516;407
2.20E+13;1;0;0;7643.59;0.33;5603;1872;2280;2266;749;765;749;765;8.17;8.29;161.07;0;83.22;105.27;704;717;980;974;1790;1823;138.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;334315.14;334315.14;0;11156.98;345472.12;385594.68;62078.55;75644.79;244590.74;1212.61;104275.06;74387.42;452242.41;0;608616.71;318.78;58267.63;0;12394.53;23719.25;0;0;0;1;1;15382.05;74387.42;318.78;0;0;318.78;0;0;0;0;0;0;642;601
2.20E+13;1;0;0;8521.91;0.28;5919;1661;1873;2255;671;733;678;738;10.26;10.76;92.9;92.9;53.29;86.97;624;669;951;931;1501;1609;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283971.04;283971.04;0;12602.47;296573.51;325087.98;182650.11;171753.45;106803.17;700.6;703.03;36863.13;164674.59;0;244297.65;288.56;23163.14;0;10738.25;19596.79;0;0;0;0;0;8866.41;36863.13;288.56;0;0;288.56;0;0;0;0;0;0;331;296
2.20E+13;1;0;0;8056.31;0.44;3957;1754;2065;1957;586;570;588;572;8.31;8.48;174.47;0;79.23;88.05;560;545;945;939;1688;1643;94.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301396.01;301396.01;0;38650.43;340046.44;379389.94;405243.07;400409.7;367386.94;0;73485.75;36690.96;502915.71;0;590118.68;250.26;30672.55;0;11563.32;19839.46;0;0;0;2;2;13788.74;36690.96;250.26;0;0;250.26;0;0;0;0;0;0;315;274
2.20E+13;1;0;0;9961.37;0.56;21112;11737;14050;14286;4676;4677;4741;4721;36.15;37.31;1009.53;0;614.71;738.6;4329;4316;5822;5746;11369;11335;499.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2698119.6;2698119.6;0;169123.13;2867242.73;3142513.34;830092.87;811060.5;1432562.12;1748.3;303616.09;138749.47;2094849.53;0;2514427.84;2017.8;224261.74;0;102366.47;166422.11;0;0;0;5;5;115807.08;28894.46;2017.8;0;0;2017.8;0;0;0;0;0;0;5003;4121
2.20E+13;1;0;0;7353.96;0.58;11388;6599;5299;5280;1442;1440;1458;1457;18.87;19.2;435.34;0;179.56;216.06;1383;1378;2047;2033;5299;5280;148.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;741692.69;741692.69;0;22035.27;763727.96;745087.35;925765.17;866595.4;768704.98;1394.12;115245.58;42518.22;990531.7;0;1157723.41;620.53;75991.89;0;27113.76;48681.6;0;0;0;4;4;35555.04;42518.22;620.53;0;0;620.53;0;0;0;0;0;0;482;377
2.20E+13;1;0;0;6448.28;0.39;10866;4286;2918;3036;825;853;843;870;15.41;16.06;147.51;0;91.45;116.78;790;822;1587;1561;2918;3036;171.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366493.12;366493.12;0;21770.58;388263.7;415211.21;419611.02;412399.43;380147.4;856.99;137044.83;132606.95;690699.76;0;776546.32;358.79;50369.99;0;13847.32;26313.37;13706.51;0;0;2;2;26196.27;9163.2;14065.3;0;0;14065.3;0;0;0;0;0;0;1392;960
2.20E+13;1;0;0;6595.36;0.33;5049;1652;1894;1966;535;543;536;544;7.85;8.07;100.71;100.71;52.22;75.82;504;512;845;837;1418;1441;567.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;279458.66;279458.66;0;9734.81;289193.47;258533.78;253176.54;196910.79;85910.36;203.15;339496.48;169208.08;613864.87;0;827742.91;228.13;27586.39;0;10358.58;17083.57;0;0;0;0;0;8688.22;169208.08;228.13;0;0;228.13;0;0;0;0;0;0;148;119
2.20E+13;1;0;0;8210.82;0.63;19715;12342;13762;13818;4210;4175;4283;4246;29.17;30.2;1065.69;0;475.87;605.46;4049;4017;5260;5175;11489;11398;460.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2012912.49;2012912.49;0;114042.77;2126955.26;2196258.62;640461.66;448487.33;1071780.96;1236.97;352718.7;160468.29;1753314.82;0;2137820.46;1822.87;217877.79;0;75728.16;136421.82;0;0;0;3;3;91381.74;30206.03;1822.87;0;0;1822.87;0;0;0;0;0;0;2854;2299
2.20E+13;1;0;0;7733.23;0.46;27725;12800;8949;7952;2501;2234;2527;2258;34.45;37.77;631.35;631.35;272.67;346.71;2406;2132;3528;3451;8949;7930;163.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1132088.89;1132088.89;0;44764.85;1176853.74;1196023.69;271866.45;237037.07;829339.29;298.1;133741.86;91527.42;1144853.27;0;1355506.79;1075.51;131812.45;0;41704.84;78120.62;0;0;0;3;3;48241.76;720.45;1075.51;0;0;1075.51;0;0;0;0;0;0;2070;1954
2.20E+13;1;0;0;8208.72;0.8;6451;5183;2687;2631;820;776;821;776;18.26;18.7;206.5;0;109.46;122.58;766;739;1845;1799;2687;2592;317.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456519.98;456519.98;0;33538.62;490058.6;513834.01;405695.54;412822.75;130200.54;3518.92;247209.13;115527.54;517312.47;0;583161.57;349.42;36091.3;0;0;27619.55;0;0;0;2;2;20856.34;2138.25;349.42;0;0;349.42;0;0;0;0;0;0;701;566
2.20E+13;1;0;0;6838.46;0.36;7651;2722;3472;3372;1037;1010;1042;1014;14.04;13.68;249.66;0;126.87;155.25;978;958;1333;1310;2706;2651;93.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536580.42;536580.42;0;59338.96;595919.38;664680.55;349863.76;374496.22;310544.07;0;56218.52;75212.75;489738.62;0;649006.05;443.48;49074.81;0;21103.15;34979.87;0;0;0;2;2;26660.13;75212.75;443.48;0;0;443.48;0;0;0;0;0;0;1660;1506
2.20E+13;1;0;0;9001.23;0.53;4798;2534;3359;3370;1038;1021;1058;1047;15.57;16.1;267.8;0;130.44;151.48;1019;997;1268;1256;2416;2364;200.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494649.6;494649.6;0;15692.52;510342.12;544810.59;186159.43;163841.31;464205.66;1212.61;166198;45436.64;718626.68;0;851473.33;450.29;53279.15;0;18480.71;34130.86;0;0;0;2;2;23093.06;45436.64;450.29;0;0;450.29;0;0;0;0;0;0;377;299
2.20E+13;1;0;0;6990.47;0.33;4678;1536;2477;2438;747;735;752;740;6;6.2;191.21;191.21;77.27;104.23;718;706;1086;1065;1484;1459;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350196.06;350196.06;0;25204.95;375401.01;412348.45;143777.05;159490.17;304250.56;1888.97;1052.01;89299.86;429136.37;0;570406.11;320.06;28484.96;0;13296.28;23484.92;0;0;0;1;1;19348.69;89299.86;320.06;0;0;320.06;0;0;0;0;0;0;591;473
2.20E+13;0;0;0;14540.63;0.62;26575;16414;21334;20879;6047;5938;6337;6242;39.34;40.84;1521.88;0;810.22;950.94;5815;5689;7585;7396;16025;15678;881.33;3901;3879;1152;1167;1254;1271;12.54;14.38;140.47;140.47;201.09;1339;1307;32.59;4054506.25;3507012.78;547493.47;207809.35;4262315.6;4519588.15;3592296.04;3780370.47;2256178.92;110130.7;593200.48;714074.64;4031769.92;0;4622712.62;2697.07;320937.74;0;151866.81;214266.65;0;0;0;9;10;206318.37;55738.31;2697.07;0;0;2697.07;0;0;0;0;0;0;5652;5105
2.20E+13;1;0;0;6590.56;0.38;8264;3108;1353;2185;349;555;359;567;6.99;6.98;110.63;0;49.24;61.83;327;528;1260;1255;1353;2185;82.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201344.52;201344.52;0;11155.37;212499.89;233228.47;457999.61;460938.01;482517.32;1053.82;63872.67;93242.36;658268.58;0;804043.14;152.79;38599.74;0;7591.22;13932.46;0;0;0;3;3;9991.19;93242.36;152.79;0;0;152.79;0;0;0;0;0;0;598;567
2.20E+13;1;0;0;9659.51;0.73;10401;7568;7567;8179;2160;2291;2205;2350;16.41;16.94;602.71;0;285.71;337.95;2075;2181;3060;2982;6956;7311;355.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1068316.73;1068316.73;0;104095.45;1172412.18;1331043.31;1313295.92;1304430.8;661085.11;3518.92;229715.11;107749.22;1095181.12;0;1278402.85;938.46;99063.38;0;42498.31;76146.81;0;0;0;2;2;50614.45;8011.54;938.46;0;0;938.46;0;0;0;0;0;0;1960;1618
2.20E+13;1;0;0;7938.47;0.66;11348;7470;9336;9349;2612;2671;2686;2763;31.91;31.92;467.44;467.44;323.47;385.15;2516;2597;3682;3608;6980;7205;266.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000537.75;1000537.75;0;115074.82;1115612.57;1480954.76;982508.3;1211492.68;920140.33;256270.89;110483.32;348118.6;1740206.36;0;2006785.32;1143.18;143949.51;0;44930.53;86781.03;0;0;0;4;4;60262.69;35848.42;1143.18;0;0;1143.18;0;0;0;0;0;0;2993;2561
2.20E+13;1;0;0;57549.37;0.28;5316;1506;1068;1042;293;295;294;296;6.19;6.3;54.75;54.75;28.39;37.98;279;280;629;628;946;949;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125958.48;125958.48;0;7229.23;133187.71;141586.34;149866.51;146004.39;46398.05;0;561.88;75142.21;131703.73;0;233509.04;125.13;18106.11;0;4877.9;8556.99;0;0;0;0;0;4723.69;75142.21;125.13;0;0;125.13;0;0;0;0;0;0;87;84
2.20E+13;1;0;0;9802.05;0.82;13793;11295;13044;13111;4495;4657;4654;4836;32.64;35.34;1144.64;0;577;690.15;4397;4510;6091;5934;10553;10824;750.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1965915.22;1965915.22;0;424591.67;2390506.89;2879929.32;1921994.22;2192555.29;1732381.45;10810.94;489571.18;198473.02;2638909.63;0;3035003.59;1980.77;239555.62;0;91239.18;155504.89;0;0;0;4;4;116433.86;1033.45;1980.77;0;0;1980.77;0;0;0;0;0;0;7417;6733
2.20E+13;1;0;0;6413.86;0.35;6992;2482;2305;2384;643;714;650;722;5.67;5.8;106.09;106.09;62.11;88.38;631;685;1122;1108;2175;2361;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285579.42;285579.42;0;15137.19;300716.61;334050.07;270111.4;270254.56;102694.3;1888.92;1281.94;104997.72;235151.4;0;390905.61;276.64;30841.77;0;10790.88;19914.72;0;0;0;0;0;13497.64;104997.72;276.64;0;0;276.64;0;0;0;0;0;0;964;890
2.20E+13;1;0;0;9856.15;0.54;6884;3743;4694;4610;1467;1435;1498;1447;8.04;8.2;245.72;0;188.85;221.91;1397;1356;1674;1654;3702;3634;36.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;739513.45;739513.45;0;37350.75;776864.2;839501.11;197565.88;217427.06;500546.48;2457;20611.66;7913.21;590678.32;0;724727.99;637.56;76135.83;0;27519.89;50000.63;0;0;0;2;2;31630.08;7913.21;637.56;0;0;637.56;0;0;0;0;0;0;295;244
2.20E+13;1;0;0;7443.37;0.22;4356;979;1314;1297;426;430;430;434;5.94;6.04;174.45;0;53.83;68.24;383;386;564;559;935;942;39.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272211.76;272211.76;0;9342.71;281554.47;295055.36;66076.05;68281.8;236335.62;1394.11;30122.2;44058.08;334018.68;0;416602.02;183.01;23149.62;0;9986.12;15375.64;0;0;0;1;1;12122.55;44058.08;183.01;0;0;183.01;0;0;0;0;0;0;347;277
2.20E+13;1;0;0;8603.12;0.7;14630;10206;12332;12341;3955;3964;4009;4017;51.3;52.31;706.64;0;473.85;573.12;3770;3774;4822;4763;9802;9812;599.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842767.86;1842767.86;0;60005.01;1902772.87;2066981.94;361911.75;430708.62;1179479.38;2172.71;381346.89;292993.28;2009598.59;0;2362470.49;1706.26;185111.07;0;67852.15;129135.64;0;0;0;3;3;85754.18;38625.19;1706.26;0;0;1706.26;0;0;0;0;0;0;2367;2023
2.20E+13;1;0;0;8449.29;0.82;4900;4013;4605;4737;1406;1443;1422;1460;22.98;23.56;386.45;0;190.27;222.62;1352;1385;1948;1923;3811;3904;223.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;771921.05;771921.05;0;48591.38;820512.43;827126.45;883760.78;802175.8;344690.78;2585.92;140271.43;76984.57;628083.33;0;836459.04;605.21;81229.63;0;29281.23;50161.51;0;0;0;1;1;34269.4;76984.57;605.21;0;0;605.21;0;0;0;0;0;0;862;723
2.20E+13;1;0;0;7872.94;0.61;39621;24295;27395;27349;8008;7957;8116;8070;66.07;67.48;1731.8;1731.8;1029.91;1227.6;7655;7597;9980;9874;23858;23677;732.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4249264.21;4249264.21;0;159593.75;4408857.96;4632773.68;851334.76;848243.05;2447139;274563.61;432675.75;377191.52;3903679.23;0;4644826.2;3454.22;420170.63;0;157115.05;276405.42;0;0;255346.68;8;9;214994.3;44570.92;258800.9;0;0;258800.9;0;0;0;0;0;0;6007;5624
2.20E+13;1;0;0;8201.11;0.46;4464;2032;2517;2620;845;874;847;876;15.27;15.62;133.96;0;96.39;119.55;810;837;1119;1111;1904;1967;147.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381522.1;381522.1;0;14891.03;396413.13;421771.67;94683.97;92542.03;266840.4;1087.24;121974.42;40981.41;462221.37;0;569245.74;360.49;39105;0;14045.83;26937.96;0;0;0;1;1;17292.07;40981.41;360.49;0;0;360.49;0;0;0;0;0;0;435;311
2.20E+13;0;0;0;17285.07;0.87;59840;51832;57546;57115;20545;20417;20948;20840;221.37;221.87;5617.35;4596.08;2898.6;3405.96;19555;19405;24219;23885;50526;50138;4043.88;2268;2293;639;643;639;644;6.86;6.86;57.92;57.92;88.15;653;653;16.29;12134126.92;12002277.61;131849.31;1317878.26;13452005.18;14500731.32;5026944.89;4897830.38;10276082.04;937808.68;2556481.9;3117224.51;18499355.84;0;20816221.97;8965.61;1315573.84;0;541497.33;767431.65;0;98189.19;0;43;43;1070261.38;233860.64;8965.61;0;98189.19;107154.8;0;0;0;0;0;0;14691;13543
2.20E+13;1;0;0;6868.65;0.63;5349;3346;3898;3966;1207;1229;1210;1232;15.12;15.43;281.95;0;145.96;177.41;1167;1188;1796;1767;3178;3235;247.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;573684.52;573684.52;0;15025.96;588710.48;603272.36;180430.05;151737.95;461950.27;4361.37;162903.93;80423.38;761533.83;0;962335.5;514.98;80404.19;0;20994.64;39974.1;0;0;0;2;2;30900.24;80423.38;514.98;0;0;514.98;0;0;0;0;0;0;648;579
2.20E+13;1;0;0;8494.75;0.48;4373;2104;2741;2773;887;887;908;909;7.19;7.35;112.6;0;99.99;127.99;877;872;1041;1027;2043;2032;65.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407300.38;407300.38;0;20733.06;428033.44;475990.76;43865.04;65755.27;552263.92;0;50330.43;5868.8;640299.71;0;717753.97;386.45;42746.47;0;15185.49;28838.99;0;0;0;3;3;16651.07;5868.8;386.45;0;0;386.45;0;0;0;0;0;0;625;585
2.20E+13;1;0;0;6805.65;0.46;9262;4289;4538;4158;1306;1271;1306;1271;9.17;9.76;256.96;0;133.51;179.93;1252;1219;1626;1599;4271;4158;127.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592077.08;592077.08;0;21965.6;614042.68;644608.17;71490.04;69803.2;461020.03;700.6;99274.71;73025.29;678825.76;0;864677.35;555.84;72284.17;0;21635.64;40542.13;0;0;0;2;2;23169.49;73025.29;555.84;0;0;555.84;0;0;0;0;0;0;747;617
2.20E+13;1;0;0;12782.88;0.66;11590;7598;8692;8889;2447;2592;2533;2690;17.01;17.2;445.16;445.16;255.37;341.29;2363;2511;3370;3326;6922;7356;322.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1196414.05;1196414.05;0;46916.48;1243330.53;1232552.29;662633.65;592375.27;939283.27;0;226806.06;429794.69;1685873.44;0;1885397.52;1078.06;121974.85;0;44138.48;76900.51;0;0;0;5;5;45850.94;648.72;1078.06;0;0;1078.06;0;0;0;0;0;0;1544;1355
2.20E+13;1;0;0;17665.72;0.58;10686;6155;3836;4099;1049;1127;1076;1154;11.66;11.85;327.82;0;154.29;172.2;963;1029;1987;1961;3836;4099;310.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563362.11;563362.11;0;33790.28;597152.39;661652.8;955542.74;939923.9;365577.41;4252.69;209683.78;148941.59;778462.81;0;1043064.35;457.95;76860.45;0;22704.42;38799.5;0;0;0;1;1;27302.92;148941.59;457.95;0;0;457.95;0;0;0;0;0;0;780;678
2.20E+13;1;0;0;51697.69;0.96;10500;10064;10187;9913;3221;3181;3271;3208;69.93;71.9;835.85;0;422.88;502.87;3088;3014;4385;4314;6917;6751;644.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1820899.15;1820899.15;0;112200.53;1933099.68;1875661.07;1151007.54;968563.05;1325925.94;116535.2;357761.83;285436.6;2226595.18;0;2631854.83;1392.16;264127.18;0;68816.29;113265.1;0;653510.05;0;5;5;72119.32;27867.37;1392.16;0;653510.05;654902.21;0;0;0;0;0;0;1984;1036
2.20E+13;1;0;0;6833.16;0.29;4556;1320;2459;2615;726;722;727;727;10.74;11.74;140.15;0;73.5;99.66;702;703;1084;1043;1256;1258;375.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277074.97;277074.97;0;17935.36;295010.33;293480.04;397183.65;368731.1;117666.17;856.99;237724.11;255134.66;641432.46;0;1014802.6;309.42;95780.5;0;10771.41;22454.98;0;0;0;0;0;19279.12;255134.66;309.42;0;0;309.42;0;0;0;0;0;0;440;320
2.20E+13;1;0;0;7009.48;0.82;3875;3183;3773;3695;1110;1121;1111;1122;15.03;15.34;238.11;0;127.82;155.32;1068;1076;1416;1401;3044;3067;124.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;476998.06;476998.06;0;17577.77;494575.83;528236.77;187500.41;178688.36;598368.66;4335.14;94426.73;39741.33;776161.39;0;903310.46;472.85;52411.87;0;17593.18;34995.87;0;0;0;3;3;21696.35;39741.33;472.85;0;0;472.85;0;0;0;0;0;0;10;9
2.20E+13;0;0;0;7363.74;0.84;9394;7846;8651;8756;2452;2406;2509;2415;35.45;36.6;600.85;600.85;274.27;345.78;2404;2337;3466;3407;7387;7181;582.14;5309;0;1398;0;1619;0;17.62;0;92.07;92.07;0;1571;0;0;952087.24;951948.44;138.8;108069.06;1060156.3;1287225.77;655445.24;755580;1526691.19;0;401123.05;403635.75;2427211.77;0;3293106.78;1067.85;760002.79;0;38311.33;77912.19;0;474193.33;0;7;7;57450.45;27980.03;88778.43;0;386482.75;475261.18;0;0;0;0;0;0;3259;2951
2.20E+13;1;0;0;8119.96;0.49;15296;7500;10305;10530;3189;3184;3213;3210;39.45;40.67;633.08;0;364.2;452.37;3008;3000;3983;3912;7279;7260;522.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1492239.39;1492239.39;0;49938.81;1542178.2;1623708.67;232301.63;244829.12;1060365.84;2457.02;306822.6;177528.26;1673582.19;0;1942676.54;1367.47;160382.44;0;54713.81;101927.97;0;0;0;3;3;71694.66;6783.94;1367.47;0;0;1367.47;0;0;0;0;0;0;2419;1979
2.20E+13;1;0;0;7089.66;0.62;9782;6026;5973;6088;1704;1759;1738;1762;37.85;38.5;430.41;0;214.13;257.67;1635;1691;2579;2553;5530;5719;300.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;812249.26;812249.26;0;76093.3;888342.56;1019310.37;355639.01;418044.98;388511.22;1541.39;230167.21;139286.64;829987.84;0;987709.8;739.7;98095;0;32314.59;58057.86;0;0;0;1;1;38166.79;1569.1;739.7;0;0;739.7;0;0;0;0;0;0;3163;2816
2.20E+13;1;0;0;6378.94;0.23;8551;1940;2837;2899;834;842;835;843;10.76;11.22;229.67;0;106.28;121.58;783;792;1178;1153;1861;1882;91.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408141.7;408141.7;0;16709.57;424851.27;439703.48;513738.12;493479.6;259513.17;994.51;72862.82;40125.73;413100.64;0;537148.76;355.38;56527.48;0;15434.28;27394.91;0;0;0;1;1;24170.13;40125.73;355.38;0;0;355.38;0;0;0;0;0;0;288;272
2.21E+13;1;0;0;7035.48;0.23;11507;2621;3860;3975;1357;1372;1372;1389;9.3;9.66;291.62;0;160.99;198.26;1236;1246;1634;1595;2472;2492;7.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;684010.22;684010.22;0;26147.01;710157.23;805246.07;156647.46;183642.03;306774.52;1212.6;7367.1;76876.76;444980.93;0;631468.06;583.93;64937.44;0;25497.98;44672.93;0;0;0;1;1;27251.97;76876.76;583.93;0;0;583.93;0;0;0;0;0;0;1059;677
2.21E+13;1;0;0;10054.21;0.56;11010;6134;7924;7979;2453;2508;2509;2572;19.74;20.39;620.5;0;280.39;360.33;2353;2396;3099;3057;5741;5846;540.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1195093.59;1195093.59;0;81280.67;1276374.26;1407633.37;327677.74;351691.85;398040.72;1470.88;347108.93;185419.62;1032039.72;0;1258662.18;1067.85;137695.45;0;45401.61;81189.71;0;0;0;0;0;54597.96;7737.3;1067.85;0;0;1067.85;0;0;0;0;0;0;3336;2840
2.21E+13;1;0;0;7618.34;0.18;5753;1030;2720;2790;911;897;922;907;5.44;5.74;153.2;153.2;80.05;120.13;851;843;1166;1137;986;977;34.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;391977.1;391977.1;0;15572.66;407549.76;448786.35;68104.29;82483.62;343337.46;203.15;27847.25;77193.31;480899.63;0;628390.11;392.41;43230.33;0;14480.36;27066.84;0;0;0;1;1;17838.1;77193.31;392.41;0;0;392.41;0;0;0;0;0;0;488;380
2.21E+13;1;0;0;8524.39;0.47;19035;8980;9044;9484;2853;2922;2864;2934;42.15;43.38;470.93;470.93;298.85;394.12;2745;2806;4137;4078;8562;8752;412.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1330016.01;1330016.01;0;55783.22;1385799.23;1521333.06;517236.47;556516.64;1243993.14;34568.99;272425.1;171224.75;1827057.09;0;2085482.91;1218.94;166361.16;0;49758.21;88803.06;0;0;0;6;6;55086.9;3261.6;1218.94;0;0;1218.94;0;0;0;0;0;0;2223;1797
2.21E+13;1;0;0;6648.42;0.27;4494;1234;1310;1382;413;417;429;433;6.27;6.35;106.01;0;52.45;64.07;409;415;594;584;1155;1172;31.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223969.1;223969.1;0;6028.48;229997.58;222325.54;144816.81;123593.6;337503.45;4361.41;24146.98;43711.45;426862.05;0;513977.47;182.59;28967.92;0;8198.34;14436.05;0;0;0;2;2;8940.42;43711.45;182.59;0;0;182.59;0;0;0;0;0;0;147;139
2.21E+13;1;0;0;9894.35;0.56;4457;2507;3341;3168;922;895;941;902;13.94;14.3;220.46;0;102.61;130.86;885;868;1269;1263;2472;2425;209.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428226.47;428226.47;0;14222.15;442448.62;440500.71;309248.63;275523.6;534160.61;0;159003.47;15260.11;745363.6;0;836816.88;400.5;46706.84;0;15912.49;29486.33;0;0;0;2;2;21026.92;15260.11;400.5;0;0;400.5;0;0;0;0;0;0;612;514
