c_mun;un;ano;c_prest;t_Serv;nat_jur_c;FN017;nat_jur_b;Urbanizacao;AG005;AG011;AG021;QD023;IN008;IN013;IN058
500800;MS;2015;50027000;0;1;14.55;0;42;4.65;6.36;8.19;4.37;11.30;32.86;-0.04
500830;MS;2016;50027000;1;1;17.42;0;95;6.60;8.81;10.83;12.70;11.37;30.23;-1.08
500830;MS;2015;50027000;1;1;17.20;0;95;6.59;8.77;10.78;6.74;11.12;23.34;-0.82
500840;MS;2016;50027000;0;1;14.14;0;72;3.77;5.75;7.72;1.61;11.54;13.63;-2.30
500840;MS;2015;50027000;0;1;13.96;0;72;3.71;5.75;7.71;0.00;11.67;13.61;-1.66
510025;MT;2016;51002511;1;0;16.07;1;87;5.32;7.85;9.71;10.52;10.78;19.97;-0.80
510025;MT;2015;51002511;1;0;15.88;1;87;5.27;7.82;9.68;10.48;10.60;20.02;-0.80
510030;MT;2016;51003011;1;0;14.10;0;88;4.60;7.70;8.77;8.75;10.39;0.84;-1.05
510030;MT;2015;51003011;1;0;13.81;0;88;4.39;7.70;8.75;8.56;10.35;0.05;-1.83
510035;MT;2016;51003511;0;0;12.02;0;61;3.43;5.27;7.19;3.22;10.73;0.00;-0.71
510035;MT;2015;51003511;0;0;11.92;0;61;3.43;5.27;7.09;3.22;10.48;0.00;-0.71
510060;MT;2015;51006011;0;0;13.51;0;91;3.91;6.11;8.13;6.40;9.79;0.00;0.29
510080;MT;2016;51008011;0;0;12.86;0;74;3.22;5.38;7.20;6.41;10.10;33.33;-1.05
510080;MT;2015;51008011;0;0;12.61;0;74;3.22;5.38;7.20;6.52;9.61;33.33;-1.05
510100;MT;2016;51010011;0;0;12.36;0;68;3.30;5.26;7.18;4.74;9.63;11.68;-0.56
510100;MT;2015;51010011;0;0;12.36;0;68;3.30;5.26;7.18;4.74;9.63;11.68;-0.56
510125;MT;2016;51012511;0;0;13.57;0;79;4.50;6.72;8.54;4.61;10.13;36.77;-0.01
510125;MT;2015;51012511;0;0;13.57;0;79;4.50;6.72;8.49;4.61;10.09;36.77;-0.01
510140;MT;2016;51014011;1;0;14.39;0;63;4.38;6.47;8.36;7.67;10.35;61.27;0.07
510140;MT;2015;51014011;1;0;14.41;0;63;4.36;7.29;8.32;7.65;10.11;26.32;-0.34
510170;MT;2016;51017011;1;0;14.75;0;82;4.32;7.65;9.23;6.84;10.72;8.70;0.02
510170;MT;2015;51017011;1;0;14.57;0;82;4.28;7.65;9.23;6.76;10.55;8.70;-0.02
510180;MT;2016;51018012;1;0;16.42;1;90;5.96;8.34;10.17;3.78;10.82;36.28;-0.34
510180;MT;2015;51018012;1;0;16.32;1;90;5.90;8.27;10.12;6.72;10.96;40.06;-0.40
510263;MT;2016;51026311;0;0;14.44;0;93;5.38;5.19;9.29;7.14;10.34;45.82;1.63
510263;MT;2015;51026311;0;0;14.38;0;93;5.38;7.77;9.19;6.66;10.37;59.44;-1.24
510267;MT;2016;51026711;1;0;15.90;1;81;5.42;7.66;9.44;5.25;11.65;40.10;-0.31
510267;MT;2015;51026711;1;0;15.87;1;81;5.35;7.57;9.36;4.72;11.72;37.30;-0.16
510270;MT;2016;51027011;0;0;15.29;1;79;4.68;7.00;8.74;9.73;10.94;11.48;0.12
510270;MT;2015;51027011;0;0;15.10;1;79;4.54;6.98;8.70;9.56;10.65;15.36;0.08
510279;MT;2016;51027911;0;0;13.51;1;42;3.38;5.72;7.77;2.71;10.77;17.10;-0.76
510279;MT;2015;51027911;0;0;13.62;1;42;3.38;5.65;7.75;1.10;10.67;17.49;-0.73
510285;MT;2015;51028511;0;0;13.03;0;48;3.22;5.94;7.57;4.61;11.23;17.75;-1.27
510305;MT;2016;51030511;1;0;14.44;1;77;4.04;6.27;8.11;2.56;10.83;21.07;-0.78
510305;MT;2015;51030511;1;0;14.22;1;77;4.04;6.23;8.08;5.11;10.75;28.90;-0.80
510320;MT;2016;51032011;1;0;15.56;1;81;4.68;7.32;9.20;9.93;10.85;15.71;-0.76
510320;MT;2015;51032011;1;0;15.50;1;81;4.67;7.34;9.18;9.94;10.68;16.11;-0.71
510325;MT;2016;51032511;0;0;13.47;0;57;3.74;6.54;7.90;7.61;9.69;2.80;-0.39
510325;MT;2015;51032511;0;0;13.47;0;57;3.74;6.54;7.90;7.61;9.69;2.80;-0.39
510330;MT;2016;51033011;0;0;14.75;1;69;4.36;6.69;8.55;8.78;10.79;5.48;-0.67
510330;MT;2015;51033011;0;0;14.60;1;69;4.35;6.67;8.52;9.77;10.64;5.05;-0.67
510335;MT;2016;51033511;1;0;15.10;0;57;5.08;6.54;8.87;5.49;10.70;14.81;-0.53
510335;MT;2015;51033511;0;0;14.89;0;57;4.88;6.71;8.60;5.77;10.47;29.12;-0.80
510336;MT;2016;51033611;0;0;12.04;0;61;3.26;5.08;7.09;0.69;10.41;17.44;-1.17
510336;MT;2015;51033611;0;0;12.01;0;61;3.26;5.08;7.06;0.69;10.05;17.44;-1.17
510340;MT;2016;51034011;1;0;19.23;1;98;7.83;10.58;12.18;13.56;10.75;57.09;-0.56
510340;MT;2015;51034011;1;0;19.16;1;98;7.82;10.58;12.16;13.68;10.63;58.09;-0.53
510350;MT;2016;51035012;1;0;15.06;1;78;4.33;6.84;8.92;5.31;10.88;14.12;-0.31
510350;MT;2015;51035012;1;0;15.00;1;78;4.33;6.81;8.89;4.32;10.50;32.49;-0.36
510360;MT;2016;51036011;1;0;13.48;0;80;4.14;6.41;8.13;7.63;9.80;42.78;-0.65
510360;MT;2015;51036011;1;0;13.63;0;80;4.14;6.41;8.12;7.56;9.74;31.46;-0.54
510380;MT;2016;51038011;0;0;12.27;0;53;2.56;5.01;7.12;4.79;9.37;0.00;0.01
510390;MT;2016;51039011;0;0;13.44;0;47;3.50;7.05;7.83;4.17;10.02;13.66;0.14
510390;MT;2015;51039011;0;0;13.40;0;47;3.47;6.90;7.82;4.08;10.00;20.19;0.14
510410;MT;2016;51041011;1;0;15.06;1;74;4.76;7.20;9.10;3.91;10.76;16.21;-0.80
510410;MT;2015;51041011;1;0;14.91;1;74;4.76;7.11;9.06;3.93;10.58;25.73;-0.97
510420;MT;2015;51042011;0;0;13.12;0;82;3.97;6.35;8.54;6.59;9.77;37.88;-1.11
510452;MT;2016;51045211;0;0;13.31;0;68;3.56;5.77;7.52;5.84;10.74;28.48;-0.84
510454;MT;2016;51045411;0;0;13.30;0;60;4.01;6.46;7.94;5.30;10.73;29.75;0.71
510454;MT;2015;51045411;0;0;13.27;0;60;3.91;6.45;7.86;5.25;10.46;30.98;0.67
510480;MT;2016;51048011;0;0;14.56;0;92;5.70;7.38;9.23;8.69;10.20;72.95;1.04
510480;MT;2015;51048011;0;0;14.60;0;92;5.30;7.53;9.16;8.84;10.21;68.51;-1.31
510490;MT;2016;51049011;0;0;13.35;1;38;3.03;5.37;7.23;0.00;10.46;20.50;-0.39
510490;MT;2015;51049011;0;0;13.26;1;38;3.03;5.34;7.20;0.00;10.66;26.71;-0.56
510500;MT;2016;51050011;0;0;14.00;1;59;3.87;6.01;7.86;0.00;10.62;8.47;-0.51
510500;MT;2015;51050011;0;0;14.03;1;59;3.87;5.96;7.84;1.79;10.49;14.68;-0.51
510510;MT;2016;51051011;1;0;15.19;1;79;5.06;7.12;9.26;8.92;10.20;21.58;-0.19
510510;MT;2015;51051011;1;0;15.16;1;79;5.01;7.07;9.22;8.87;10.19;20.81;-0.22
510520;MT;2016;51052011;1;0;13.78;0;74;3.81;7.44;8.29;6.36;9.79;0.00;-0.04
510520;MT;2015;51052011;1;0;13.67;0;74;3.78;7.44;8.24;6.40;9.99;0.00;-0.11
510523;MT;2015;51052311;0;0;13.21;0;53;3.09;6.48;7.18;5.04;9.11;38.10;-1.31
510558;MT;2016;51055811;0;0;14.46;1;62;4.11;6.41;8.27;1.61;10.61;25.04;-0.69
510558;MT;2015;51055811;0;0;14.11;1;62;4.05;6.34;8.23;1.39;10.53;27.21;-0.67
510560;MT;2016;51056011;0;0;14.54;1;77;4.32;6.67;8.54;4.47;10.72;35.11;-0.62
510560;MT;2015;51056011;0;0;14.62;1;77;4.32;6.54;8.50;4.39;10.61;40.45;-0.56
510562;MT;2016;51056211;1;0;14.88;0;85;4.44;6.78;9.04;8.80;10.42;38.71;-0.09
510562;MT;2015;51056211;1;0;14.68;0;85;4.43;6.80;9.01;8.41;10.24;37.65;-0.13
510600;MT;2016;51060011;0;0;13.89;1;82;3.82;5.84;7.87;3.53;10.95;23.20;-0.87
510600;MT;2015;51060011;0;0;13.63;1;82;3.82;5.84;7.85;3.14;10.88;19.71;-0.87
510610;MT;2016;51061011;0;0;12.82;0;37;3.35;5.32;7.46;3.00;10.30;59.16;-0.87
510610;MT;2015;51061011;0;0;12.53;0;37;3.35;5.25;7.45;3.22;10.04;26.64;-0.21
510620;MT;2016;51062011;0;0;12.68;0;80;3.04;5.60;7.35;3.91;10.25;-3.85;-0.82
510620;MT;2015;51062011;0;0;12.55;0;80;3.04;5.60;7.28;4.25;9.90;-3.85;-1.02
510621;MT;2016;51062111;0;0;13.46;1;56;3.33;6.16;7.94;5.19;10.44;25.80;-0.54
510880;MT;2016;51088011;0;0;13.02;0;39;4.14;5.34;7.36;6.67;10.30;0.00;-0.87
510880;MT;2015;51088011;0;0;12.95;0;39;4.14;4.99;7.36;6.61;10.19;17.42;-0.76
510618;MT;2015;51061811;0;0;12.98;0;55;3.56;5.54;7.20;2.30;10.26;46.89;-0.51
510885;MT;2016;51088511;0;0;12.42;0;66;2.86;5.73;6.78;7.29;9.96;12.28;-0.40
510885;MT;2015;51088511;0;0;12.33;0;66;2.83;5.67;6.75;7.21;9.76;17.85;-0.53
510890;MT;2016;51089011;0;0;12.84;0;52;3.00;6.10;7.08;3.40;9.98;0.00;-0.56
510890;MT;2015;51089011;0;0;13.12;0;52;3.00;5.58;7.01;3.18;9.68;0.00;0.06
510622;MT;2016;51062211;0;0;15.73;0;82;5.65;7.90;9.40;10.34;11.00;24.37;-0.69
510622;MT;2015;51062211;0;0;15.52;0;82;5.61;7.81;9.40;9.96;10.67;25.46;-0.80
510617;MT;2016;51061711;0;0;11.33;0;37;2.63;4.61;6.24;3.97;9.83;0.00;-1.61
510627;MT;2016;51062711;0;0;12.25;0;47;3.48;5.41;6.80;6.25;10.41;9.99;-0.63
510627;MT;2015;51062711;0;0;12.27;0;47;3.43;5.41;6.80;6.31;10.39;9.99;-0.69
510626;MT;2015;51062611;0;0;12.37;0;39;2.47;5.55;6.92;3.33;9.84;0.00;-0.26
510629;MT;2016;51062911;0;0;13.37;0;53;3.74;5.94;7.78;6.80;10.55;12.76;-0.14
510629;MT;2015;51062911;0;0;13.30;0;53;3.71;5.77;7.76;6.70;10.58;15.14;-0.12
510630;MT;2016;51063012;0;0;14.86;1;77;4.32;6.82;8.85;4.16;10.72;55.75;-0.58
510630;MT;2015;51063012;0;0;14.30;1;77;4.19;6.41;8.82;2.40;10.27;58.73;-0.56
510637;MT;2016;51063711;1;0;14.68;1;72;4.35;6.87;8.73;3.83;11.00;32.13;-0.46
510637;MT;2015;51063711;1;0;14.60;1;72;4.35;6.80;8.70;4.53;10.93;33.74;-0.37
510642;MT;2016;51064211;0;0;15.38;1;64;4.67;7.05;9.05;3.66;10.80;32.70;-0.84
510642;MT;2015;51064211;0;0;14.97;1;64;4.67;7.03;8.92;2.71;10.72;25.12;-0.65
510650;MT;2016;51065011;0;0;15.15;1;73;4.64;7.07;9.15;2.56;10.70;39.92;-0.08
510650;MT;2015;51065011;0;0;15.12;1;73;4.64;7.05;9.15;4.11;10.61;37.03;0.07
510675;MT;2016;51067511;1;0;15.84;1;84;5.10;7.65;9.59;10.62;10.75;15.86;-0.54
510675;MT;2015;51067511;1;0;15.75;1;84;5.07;7.63;9.55;10.65;10.66;19.14;-0.67
510677;MT;2016;51067711;0;0;13.28;0;48;4.01;5.99;7.95;5.99;9.96;23.59;-0.62
510680;MT;2016;51068011;0;0;13.34;0;51;3.56;5.45;7.66;3.40;10.27;34.93;-0.43
510680;MT;2015;51068011;0;0;13.19;0;51;3.56;5.45;7.64;4.01;10.10;34.76;-0.39
510682;MT;2016;51068211;1;0;13.79;1;38;3.49;5.67;7.59;3.43;10.60;14.25;-1.05
510682;MT;2015;51068211;1;0;13.64;1;38;3.49;5.63;7.58;2.40;10.59;15.01;-0.92
510704;MT;2016;51070411;1;0;16.36;1;95;5.69;8.13;9.91;5.07;11.21;19.73;-0.62
510704;MT;2015;51070411;1;0;16.14;1;95;5.67;8.09;9.85;6.30;10.92;7.16;-0.62
510706;MT;2016;51070611;0;0;14.41;0;46;4.74;7.32;8.42;7.63;10.79;1.83;-0.84
510706;MT;2015;51070611;0;0;14.24;0;46;4.65;6.80;8.38;9.29;10.83;-35.50;-0.14
510770;MT;2016;51077011;0;0;13.77;0;60;3.78;7.05;8.27;3.69;10.39;0.00;-1.43
510775;MT;2016;51077511;0;0;13.10;0;56;2.83;5.94;6.89;4.86;10.65;33.37;-1.56
510775;MT;2015;51077511;0;0;13.12;0;56;2.83;5.94;6.87;4.65;10.51;33.37;-1.56
510724;MT;2016;51072411;0;0;12.89;1;75;3.23;5.54;7.43;0.00;10.69;10.70;-0.97
510724;MT;2015;51072411;0;0;12.90;1;75;3.23;5.44;7.37;1.39;10.62;19.58;-0.71
510776;MT;2016;51077611;0;0;11.96;0;55;3.22;5.69;6.57;3.40;10.09;0.67;-1.08
510776;MT;2015;51077611;0;0;12.02;0;55;3.22;5.69;6.55;3.22;9.88;0.67;-1.08
510785;MT;2016;51078511;0;0;13.43;0;58;3.76;6.53;7.88;4.44;10.01;33.88;-1.51
510785;MT;2015;51078511;0;0;13.41;0;58;3.76;6.28;7.85;4.77;9.88;41.80;-1.47
510729;MT;2016;51072911;0;0;12.55;0;48;2.82;5.19;6.91;6.91;10.11;10.00;-0.11
510729;MT;2015;51072911;0;0;12.45;0;48;2.77;5.19;6.76;6.91;9.98;0.00;0.00
510730;MT;2016;51073011;0;0;14.22;1;77;4.08;6.75;8.51;3.33;10.86;20.80;-0.71
510730;MT;2015;51073011;0;0;14.11;1;77;4.00;6.68;8.49;2.94;10.85;28.98;-0.65
510710;MT;2016;51071011;1;0;14.37;0;76;4.27;7.44;8.69;7.92;10.57;4.44;-0.53
510710;MT;2015;51071011;1;0;14.25;0;76;4.27;7.44;8.69;7.92;10.48;4.43;-0.63
510740;MT;2016;51074012;0;0;12.04;0;89;3.09;6.21;7.24;1.79;10.43;0.00;-0.97
510787;MT;2016;51078711;0;0;14.29;1;84;4.90;7.40;8.88;9.21;10.63;4.23;-0.76
510787;MT;2015;51078711;0;0;14.05;1;84;4.89;7.40;8.75;9.02;10.53;4.25;-0.80
510790;MT;2016;51079011;1;0;16.92;1;83;6.80;9.04;10.87;4.38;11.62;34.14;-0.65
510790;MT;2015;51079011;0;0;16.62;1;83;6.73;8.82;10.81;6.66;11.47;44.51;-0.62
510792;MT;2016;51079211;1;0;16.54;1;88;6.10;8.55;10.16;2.71;11.19;15.01;-0.42
510792;MT;2015;51079211;1;0;16.54;1;88;5.94;8.48;10.10;6.77;10.99;11.39;-0.39
510794;MT;2016;51079411;0;0;13.07;0;53;3.69;6.66;8.18;2.30;9.73;32.53;-0.82
510794;MT;2015;51079411;0;0;13.07;0;53;3.56;6.63;8.17;5.90;9.55;0.00;-0.36
510795;MT;2016;51079511;1;0;15.84;0;91;5.87;9.56;10.35;8.75;10.81;-0.56;-1.17
510795;MT;2015;51079511;1;0;15.58;0;91;6.05;9.25;10.40;8.68;10.66;-2.18;-0.92
510800;MT;2016;51080011;0;0;13.56;0;63;4.25;6.80;8.12;9.06;10.59;0.00;-1.43
510800;MT;2015;51080011;0;0;13.43;0;63;4.17;6.85;8.13;7.20;10.32;0.00;-0.92
510830;MT;2016;51083011;0;0;12.79;1;62;2.88;5.06;7.01;0.69;10.87;10.33;-1.05
510830;MT;2015;51083011;0;0;12.93;1;62;2.88;4.99;6.97;0.00;10.89;28.65;-1.11
510840;MT;2016;51084011;1;0;17.14;0;98;7.06;9.26;11.26;9.07;10.50;60.70;-1.83
510850;MT;2016;51085011;0;0;13.79;1;72;3.72;6.18;7.97;2.08;10.96;12.62;-0.92
510850;MT;2015;51085011;0;0;13.45;1;72;3.72;6.09;7.91;3.30;10.90;17.37;-0.89
510550;MT;2016;51055011;0;0;13.10;0;36;3.53;5.56;7.39;5.50;10.03;50.18;-1.51
510550;MT;2015;51055011;0;0;13.18;0;36;3.44;5.54;7.36;5.01;10.12;51.41;-1.56
510860;MT;2016;51086011;0;0;13.22;0;65;4.28;6.13;8.10;6.71;9.95;20.69;-0.56
510860;MT;2015;51086011;0;0;13.17;0;65;4.28;6.10;8.10;6.59;9.98;20.57;-0.56
150010;PA;2016;15014000;0;1;16.05;0;59;5.11;6.75;8.73;7.49;11.48;46.97;0.72
150010;PA;2015;15014000;0;1;16.05;0;59;5.11;6.75;8.72;7.61;11.53;46.97;0.72
150013;PA;2016;15001311;0;0;12.90;0;89;3.17;6.38;7.51;3.00;9.70;1.67;0.22
150013;PA;2015;15001311;0;0;12.80;0;89;3.17;6.38;7.50;3.00;9.64;1.67;0.02
150030;PA;2016;15014000;0;1;13.65;0;27;2.20;4.94;7.04;5.05;11.33;47.68;-1.11
150030;PA;2015;15014000;0;1;13.68;0;27;2.08;4.95;7.02;5.77;11.32;46.69;-0.71
150040;PA;2016;15014000;0;1;14.28;0;53;3.93;5.72;7.92;5.34;11.87;48.32;0.20
150040;PA;2015;15014000;0;1;14.19;0;53;3.93;5.79;7.92;5.80;12.00;46.20;0.29
150060;PA;2015;15014000;0;1;15.25;0;85;4.37;6.56;8.39;4.98;11.80;47.98;0.26
150070;PA;2016;15014000;0;1;13.23;0;38;1.61;4.06;6.35;6.04;11.34;44.56;-0.48
150070;PA;2015;15014000;0;1;13.19;0;38;1.61;4.11;6.30;4.54;11.29;39.91;-0.69
150080;PA;2016;15014000;1;1;17.25;0;100;6.08;9.04;10.65;10.64;11.35;42.80;-0.34
150080;PA;2015;15014000;0;1;17.20;0;100;6.03;8.99;10.59;10.81;11.28;39.81;-0.33
150090;PA;2016;15014000;0;1;12.99;0;45;2.71;4.32;6.46;4.55;11.48;47.18;-0.05
150090;PA;2015;15014000;0;1;12.87;0;45;2.71;4.33;6.45;5.96;11.66;44.93;0.05
150130;PA;2016;15013011;1;0;16.68;0;36;4.88;7.07;9.00;9.02;10.64;70.02;-0.51
150130;PA;2015;15013011;1;0;15.75;0;36;4.80;6.87;8.81;8.93;10.67;82.42;-0.97
150140;PA;2016;15014000;1;1;19.42;0;99;7.61;10.84;12.36;11.97;11.49;44.49;0.14
150140;PA;2015;15014000;1;1;19.33;0;99;7.42;10.82;12.24;11.84;11.53;39.92;0.12
150140;PA;2015;15014011;1;0;16.21;0;99;6.36;9.31;10.71;8.21;10.43;57.37;-0.97
150145;PA;2016;15014511;0;0;13.39;0;42;2.77;5.73;7.43;0.00;9.34;0.00;1.14
150157;PA;2016;15015712;0;0;13.46;1;53;3.74;5.91;8.02;6.86;10.80;28.46;0.45
150157;PA;2015;15015712;0;0;13.33;1;53;3.78;6.03;7.98;8.88;10.80;34.00;-1.71
150170;PA;2016;15014000;0;1;15.68;0;64;4.57;6.88;8.79;8.25;11.67;46.79;0.04
150170;PA;2015;15014000;0;1;15.61;0;64;4.57;6.88;8.76;8.81;11.66;44.67;-0.01
150172;PA;2016;15017211;0;0;13.35;0;44;4.38;7.00;8.02;4.61;10.68;45.00;-0.87
150172;PA;2015;15017211;0;0;13.34;0;44;4.32;6.80;8.06;4.93;10.45;25.00;-0.29
150178;PA;2016;15014000;0;1;14.10;0;56;3.14;5.05;7.34;6.26;11.60;45.24;0.04
150178;PA;2015;15014000;0;1;13.98;0;56;3.14;4.96;7.25;5.64;11.48;43.89;0.12
150200;PA;2016;15014000;0;1;13.16;0;36;2.30;4.58;7.06;4.45;12.32;40.00;-0.33
150200;PA;2015;15014000;0;1;13.14;0;36;2.30;4.68;7.02;4.78;12.35;39.17;-1.05
150195;PA;2015;15019511;0;0;13.35;0;21;4.03;6.17;8.85;6.00;9.69;-6.94;0.17
150210;PA;2016;15021011;0;0;14.28;0;44;4.36;8.86;9.70;4.44;10.06;47.78;-2.66
150210;PA;2015;15021011;0;0;14.19;0;44;4.33;8.85;9.76;4.36;9.88;48.10;-2.66
150215;PA;2016;15021511;1;0;15.53;0;78;5.42;8.22;9.16;9.31;10.20;0.00;-0.82
150220;PA;2016;15014000;0;1;14.56;0;80;4.77;5.94;8.19;7.57;11.65;17.95;0.38
150220;PA;2015;15014000;0;1;14.51;0;80;4.77;5.04;7.76;6.88;10.69;58.59;0.50
150230;PA;2016;15014000;0;1;14.70;0;41;3.58;6.41;8.13;7.47;11.78;47.47;-0.29
150230;PA;2015;15014000;0;1;14.65;0;41;3.58;6.38;8.12;7.29;11.77;48.19;-0.34
150240;PA;2016;15014000;0;1;16.52;0;89;5.95;7.79;9.69;9.09;11.50;45.85;0.06
150240;PA;2015;15014000;0;1;16.50;0;89;5.95;7.75;9.62;9.05;11.34;49.16;0.03
150270;PA;2016;15014000;0;1;15.39;0;71;4.63;7.01;8.84;6.17;12.15;46.95;0.00
150270;PA;2015;15014000;0;1;15.35;0;71;4.63;7.02;8.83;6.63;12.16;48.62;-0.06
150277;PA;2016;17210000;0;0;14.32;1;69;3.75;6.43;8.47;9.23;11.05;23.99;-0.49
150277;PA;2015;17210000;0;0;14.17;1;69;3.75;6.45;8.45;8.87;11.79;19.39;-0.27
150293;PA;2016;15014000;0;1;15.08;0;63;3.69;6.31;7.94;7.47;11.35;46.40;0.73
150293;PA;2015;15014000;0;1;15.02;0;63;3.69;6.17;7.88;7.26;11.39;46.63;0.92
150295;PA;2016;17210000;0;0;14.31;1;52;3.88;6.25;8.39;9.07;11.12;21.48;-0.43
150295;PA;2015;17210000;0;0;14.47;1;52;3.88;6.26;8.33;8.71;11.38;19.08;-0.33
150300;PA;2016;15014000;0;1;13.41;0;75;2.71;5.19;7.15;4.30;11.85;41.94;-0.21
150300;PA;2015;15014000;0;1;13.37;0;75;2.71;5.06;7.12;4.70;11.82;47.89;-0.27
150330;PA;2016;15014000;0;1;14.67;0;45;4.17;5.61;8.21;7.28;11.88;48.34;0.07
150330;PA;2015;15014000;0;1;14.55;0;45;4.17;5.74;8.19;7.55;11.80;46.48;0.10
150340;PA;2016;15014000;0;1;12.88;0;28;1.61;4.61;6.57;6.02;11.31;46.42;0.07
150340;PA;2015;15014000;0;1;12.88;0;28;1.61;4.49;6.50;6.44;11.29;47.79;0.20
150360;PA;2016;15014000;0;1;14.47;0;72;4.06;5.98;7.49;2.08;12.08;48.20;-0.15
150360;PA;2015;15014000;0;1;14.36;0;72;4.06;5.98;7.49;0.00;12.02;48.49;-0.16
150370;PA;2016;15014000;0;1;13.15;0;40;2.20;3.79;6.02;4.37;11.41;38.21;0.01
150370;PA;2015;15014000;0;1;13.13;0;40;2.20;3.88;6.00;4.45;11.06;46.70;-0.87
150375;PA;2016;15037511;0;0;12.31;0;35;3.43;5.45;6.93;4.81;10.47;27.50;-1.61
150375;PA;2015;15037511;0;0;12.20;0;35;3.40;5.42;6.87;4.70;10.46;28.48;-1.77
150380;PA;2016;15014000;0;1;14.33;0;89;3.61;6.17;8.37;6.53;11.91;43.52;-0.39
150380;PA;2015;15014000;0;1;14.34;0;89;3.61;6.11;8.34;6.61;11.87;47.19;-0.49
150400;PA;2016;15014000;0;1;13.29;0;25;2.20;5.16;7.16;3.04;11.81;42.94;-0.06
150400;PA;2015;15014000;0;1;13.38;0;25;2.20;5.08;7.16;2.20;11.59;48.44;-0.09
150410;PA;2016;15014000;0;1;13.79;0;47;2.75;5.27;7.18;6.12;11.14;44.66;-0.92
150410;PA;2015;15014000;0;1;13.70;0;47;2.56;5.21;7.15;4.09;11.04;47.76;-0.67
150420;PA;2016;15014000;0;1;17.25;0;80;5.46;8.53;10.18;9.81;11.68;45.89;-0.01
150420;PA;2015;15014000;0;1;17.22;0;80;5.46;8.49;10.03;9.22;11.74;46.72;0.08
150440;PA;2016;15014000;0;1;14.44;0;44;3.61;5.93;8.04;6.40;11.76;48.30;-2.04
150440;PA;2015;15014000;0;1;14.40;0;44;3.61;5.99;8.01;5.55;11.72;47.79;-0.80
150442;PA;2016;15014000;0;1;15.17;0;99;4.51;6.86;9.12;8.66;11.09;39.96;0.22
150442;PA;2015;15014000;0;1;15.10;0;99;5.93;6.68;8.94;8.45;11.02;39.46;0.25
150460;PA;2016;15014000;0;1;14.15;0;68;3.22;5.80;7.96;5.42;11.75;48.25;-0.62
150460;PA;2015;15014000;0;1;14.14;0;68;3.22;5.78;7.95;6.26;11.71;48.22;-0.56
150470;PA;2016;15014000;0;1;14.10;0;36;3.22;4.96;7.71;4.85;12.28;42.58;0.47
150470;PA;2015;15014000;0;1;14.09;0;36;3.22;5.43;7.71;6.32;11.97;44.68;0.39
150480;PA;2016;15014000;0;1;14.71;0;44;4.03;6.14;7.85;5.28;11.64;45.70;0.21
150480;PA;2015;15014000;0;1;14.72;0;44;4.03;6.11;7.84;5.92;11.68;47.20;0.12
150500;PA;2016;15014000;0;1;13.45;0;40;2.40;5.11;6.83;4.73;11.99;48.33;-0.49
150500;PA;2015;15014000;0;1;13.41;0;40;2.40;5.09;6.81;5.11;11.96;48.44;-0.40
150503;PA;2016;15050311;0;0;15.09;1;71;4.78;6.78;8.71;2.40;10.67;29.19;-0.67
150503;PA;2015;15050311;0;0;14.65;1;71;4.69;6.74;8.66;3.91;10.58;30.96;-0.78
150506;PA;2016;15014000;0;1;13.74;0;45;3.40;4.70;6.88;2.30;11.51;48.12;0.22
150506;PA;2015;15014000;0;1;14.03;0;45;3.40;4.68;6.88;3.69;11.59;46.53;0.14
150510;PA;2016;15014000;0;1;15.13;0;52;4.19;6.53;8.44;6.63;11.76;48.53;0.24
150510;PA;2015;15014000;0;1;15.10;0;52;4.19;6.55;8.41;6.69;11.73;48.32;0.19
150520;PA;2016;15014000;0;1;13.14;0;40;3.09;4.99;6.96;0.00;12.02;46.57;-0.16
150520;PA;2015;15014000;0;1;13.18;0;40;3.09;5.00;6.96;1.10;12.01;49.97;-0.26
150530;PA;2016;15014000;0;1;15.32;0;64;3.56;6.40;8.24;5.51;11.94;48.33;1.25
150530;PA;2015;15014000;0;1;15.31;0;64;3.56;6.39;8.23;5.59;11.89;48.55;1.25
150540;PA;2016;15014000;0;1;13.63;0;46;2.71;4.65;6.51;4.16;11.38;48.00;0.02
150540;PA;2015;15014000;0;1;13.57;0;46;2.71;4.66;6.50;4.74;11.38;48.23;-0.06
150550;PA;2016;15055011;1;1;15.58;0;78;5.49;8.37;10.14;9.24;10.37;52.04;-0.99
150550;PA;2015;15055011;1;1;15.54;0;78;5.29;8.23;10.02;9.31;10.23;51.64;-0.89
150560;PA;2016;15014000;0;1;13.13;0;53;2.30;4.26;6.51;4.11;11.37;48.62;-0.08
150560;PA;2015;15014000;0;1;13.05;0;53;2.30;4.29;6.51;3.85;11.46;49.67;-0.07
150570;PA;2016;15014000;0;1;13.62;0;48;2.30;5.68;7.78;4.17;12.13;47.85;-0.30
150570;PA;2015;15014000;0;1;13.59;0;48;2.30;5.74;7.78;4.91;12.06;45.62;-0.24
150580;PA;2016;15014000;0;1;13.27;0;48;3.09;3.84;7.10;3.89;11.28;48.66;0.05
150580;PA;2015;15014000;0;1;13.30;0;48;3.09;3.87;7.09;4.30;11.27;48.46;0.59
150600;PA;2016;15014000;0;1;13.63;0;31;2.64;5.45;7.56;3.47;10.02;47.66;-0.34
150600;PA;2015;15014000;0;1;13.60;0;31;2.64;5.45;7.55;5.21;12.56;48.38;-0.24
